Time,Sym,C/P,Exp,Strike,Spot,BidAsk,Orders,Vol,Prems,OI,Diff(%),ITM
9/10/2021 12:32,MRK,Call,11/19/2021,75,73.35,1.79,6,3.01K,540.06K,1.19K,2.29,1
9/10/2021 12:22,AOUT,Put,4/14/2022,22.5,26.61,2.35,7,2.36K,594.67K,1,16.12,1
9/10/2021 12:18,ISEE,Call,3/18/2022,15,14.07,3.35,8,2.82K,958.29K,18,6.2,1
9/10/2021 12:16,SKLZ,Call,9/17/2021,12,11.6,0.47,5,4.57K,200.24K,7.75K,4.05,1
9/10/2021 12:15,UBER,Put,1/20/2023,35,40.33,4.88,5,508,248.92K,25.03K,15.19,0
9/10/2021 11:49,MRK,Call,9/17/2021,73.5,73.33,0.47,5,10.96K,497.92K,385,0.28,1
9/10/2021 11:46,FIS,Put,11/19/2021,120,124.06,4,5,925,390.24K,633,3.57,1
9/10/2021 11:43,VIAC,Call,9/16/2022,47.5,40.24,3.68,5,473,167.99K,281,18.32,0
9/10/2021 11:40,CSCO,Put,12/17/2021,52.5,58.22,0.96,5,2.27K,213.32K,8.10K,11.03,0
9/10/2021 11:32,DKNG,Call,10/15/2021,65,64.18,3.27,5,475,158.22K,13.31K,1.39,0
9/10/2021 11:25,INTC,Put,3/18/2022,52.5,54.15,3.77,10,810,306.96K,2.78K,3.15,1
9/10/2021 11:20,ANY,Call,9/17/2021,8,7.08,0.53,5,6.44K,341.02K,13.19K,14.28,1
9/10/2021 10:54,FISV,Put,12/17/2021,110,111.42,5.05,5,747,332.15K,2.64K,2.61,1
9/10/2021 10:52,SPCE,Put,1/20/2023,22,25.06,7.08,6,500,358.15K,1.64K,13.66,1
9/10/2021 10:45,FCX,Call,3/18/2022,40,35.63,2.76,8,2.00K,555.20K,2.35K,12.08,0
9/10/2021 10:25,QQQ,Put,12/17/2021,345,380.77,6.58,13,8.36K,5.47M,7.49K,10.36,0
9/10/2021 10:21,VALE,Call,1/21/2022,19,18.41,0.72,6,4.99K,368.09K,3.68K,3.32,0
9/10/2021 10:20,LRCX,Call,9/17/2021,620,609.66,6.55,6,815,546.57K,656,1.58,1
9/10/2021 10:17,C,Call,11/19/2021,75,70.08,1.36,5,2.47K,332.83K,3.96K,7,0
9/10/2021 10:05,WWD,Call,10/15/2021,125,118.15,2.03,5,1.50K,377.96K,1.51K,5.97,0
9/10/2021 9:55,LVS,Call,10/15/2021,46,43.22,1.17,5,2.14K,248.75K,11.53K,6.46,0
9/10/2021 9:55,ATER,Call,10/15/2021,12.5,11.37,2.82,5,581,160.62K,3.18K,10.88,1
9/10/2021 9:51,AA,Call,10/15/2021,50,49.37,3.2,14,2.88K,931.31K,4.11K,1.29,1
9/10/2021 9:50,AA,Call,10/22/2021,50,49.35,3.6,14,3.00K,1.10M,189,1.32,1
9/10/2021 9:47,BB,Call,10/15/2021,11,10.77,1.06,7,4.15K,448.52K,5.80K,2.25,1
9/10/2021 9:39,FB,Call,9/17/2021,385,382.04,2.96,6,1.02K,297.06K,9.58K,0.77,0
9/10/2021 9:35,BBWI,Call,10/15/2021,65,64.71,3.27,6,1.25K,419.17K,188,0.43,1
9/10/2021 9:32,AFRM,Call,9/17/2021,110,108.79,4.5,8,687,307.39K,9.25K,1.42,1
9/9/2021 15:42,ZG,Call,9/16/2022,130,93.43,8.1,7,546,441.53K,878,39.23,0
9/9/2021 15:34,T,Put,1/20/2023,27,27.48,3.33,9,3.64K,1.33M,31.76K,1.86,1
9/9/2021 15:01,PBR,Call,4/14/2022,11,9.53,0.64,7,3.15K,207.37K,44.64K,15.31,1
9/9/2021 13:32,AMGN,Put,10/15/2021,215,215.96,5.42,5,375,204.90K,1.90K,0.44,1
9/9/2021 13:23,JNJ,Put,1/21/2022,165,168.91,5.75,6,344,195.63K,4.22K,2.44,1
9/9/2021 13:15,WISH,Call,9/17/2021,7.5,7.16,0.28,5,9.86K,248.49K,11.54K,5.36,0
9/9/2021 13:08,REAL,Call,10/15/2021,12.5,12.47,1.15,5,2.14K,223.13K,413,1.13,1
9/9/2021 12:59,TECK,Call,2/18/2022,30,24.48,1.16,5,7.01K,818.67K,242,22.72,1
9/9/2021 12:43,NET,Put,10/29/2021,125,130.15,6.1,6,1.83K,1.14M,0,4.13,1
9/9/2021 12:33,MTTR,Call,9/17/2021,17.5,16.89,0.67,5,2.61K,154.65K,11.90K,4.05,1
9/9/2021 12:30,LCID,Call,9/17/2021,21,20,0.39,5,3.39K,146.88K,5.13K,5.83,1
9/9/2021 12:08,VZ,Put,1/20/2023,50,54.63,3.7,5,500,185.80K,7.28K,9.27,0
9/9/2021 11:51,ROOT,Call,9/17/2021,7.5,6.57,0.62,6,3.21K,206.03K,43.79K,13.56,0
9/9/2021 11:20,DDD,Call,10/15/2021,35,32.06,1.6,6,1.15K,193.77K,2.98K,8.62,0
9/9/2021 11:10,MRK,Call,10/15/2021,75,74.56,1.19,5,3.27K,415.75K,2.04K,0.37,1
9/9/2021 10:53,VRTX,Put,4/14/2022,150,189.12,3.55,5,395,150.10K,4,26.16,0
9/9/2021 10:53,CRM,Call,10/15/2021,270,263.16,5.5,6,2.15K,1.17M,12.36K,2.66,1
9/9/2021 10:42,INTC,Put,3/18/2022,52.5,53.76,3.95,8,640,252.80K,1.91K,2.37,1
9/9/2021 10:19,NTES,Call,10/15/2021,90,89.33,5.1,5,2.48K,1.01M,3.49K,2.28,1
9/9/2021 10:14,FTAI,Call,6/17/2022,27,24.56,2.7,5,753,219.53K,0,9.93,1
9/9/2021 10:13,RBLX,Call,9/17/2021,85,83.93,2.45,5,937,231.39K,6.06K,1.3,1
9/9/2021 9:42,TSP,Call,10/15/2021,45,41.07,3.5,5,1.01K,348.06K,1.48K,9.98,0
9/9/2021 9:42,AMD,Call,1/21/2022,110,106.68,9.22,10,951,882.75K,19.36K,3.12,1
9/9/2021 9:38,AAPL,Call,9/17/2021,157.5,155.6,1.69,9,1.57K,277.96K,35.80K,1.07,0
9/9/2021 9:38,MRNA,Call,9/10/2021,440,438,8.32,19,1.71K,1.25M,2.69K,0.73,1
9/9/2021 9:31,TSLA,Call,9/10/2021,760,757.44,5.25,12,979,475.45K,18.01K,0.46,1
9/9/2021 9:30,AMZN,Call,9/10/2021,3550,3536.11,18.07,7,477,798.93K,3.68K,0.32,0
9/8/2021 15:49,XLI,Call,11/19/2021,105,102.93,2.28,5,11.61K,2.67M,275,1.98,1
9/8/2021 15:47,UAL,Call,6/17/2022,65,45.44,1.82,7,1.97K,367.92K,2.28K,42.54,0
9/8/2021 15:42,SBUX,Call,11/19/2021,120,117.94,3.57,6,1.14K,407.47K,9.03K,1.81,1
9/8/2021 15:42,LCID,Call,10/15/2021,26,18.92,0.43,5,5.00K,225.00K,1.07K,37.23,1
9/8/2021 15:41,NVS,Put,10/15/2021,87.5,87.64,1.8,6,900,168.00K,324,0.15,1
9/8/2021 15:40,XLU,Call,12/17/2021,70,69.86,2.06,5,14.38K,2.94M,925,0.25,0
9/8/2021 15:38,BRK/B,Put,10/15/2021,270,279.39,2.38,6,1.02K,247.89K,609,3.49,0
9/8/2021 15:37,XOM,Call,11/19/2021,55,54.22,2.25,28,12.25K,2.79M,3.56K,1.45,1
9/8/2021 15:00,S,Put,9/17/2021,65,68.38,3.15,5,1.23K,419.08K,311,3.69,1
9/8/2021 14:49,IRNT,Call,9/17/2021,20,19.06,1.48,5,1.73K,219.18K,12.57K,7.59,1
9/8/2021 14:38,TIGR,Call,4/14/2022,15,13.18,3.55,5,1.23K,418.25K,2.48K,14.82,1
9/8/2021 14:34,DDOG,Call,10/15/2021,140,139.87,7.23,21,2.45K,1.69M,994,0.59,1
9/8/2021 13:47,SLB,Put,1/20/2023,22.5,26.81,2.87,5,943,272.18K,3.72K,19.14,0
9/8/2021 13:23,SNAP,Call,10/15/2021,75,73.79,3.8,29,3.64K,1.39M,13.14K,1.58,1
9/8/2021 13:21,APLS,Put,10/15/2021,35,56.26,6.8,5,525,387.13K,11.22K,60.59,1
9/8/2021 13:13,LOW,Put,6/17/2022,165,203.18,6.43,6,427,278.34K,1.52K,23.18,0
9/8/2021 12:45,BYND,Put,1/20/2023,90,112.44,12.25,5,437,539.05K,2.61K,24.77,0
9/8/2021 12:39,IBM,Put,2/18/2022,130,138.57,5.6,5,257,143.92K,1.18K,6.59,1
9/8/2021 12:37,ADI,Call,12/17/2021,165,163.07,7.2,5,459,345.57K,459,0.81,1
9/8/2021 12:23,ROOT,Call,9/17/2021,7.5,6,0.28,5,7.32K,164.34K,35.41K,25.78,0
9/8/2021 12:02,FDX,Call,10/15/2021,270,259.4,5.95,9,1.81K,1.09M,1.69K,4.13,0
9/8/2021 11:51,HOOD,Put,9/10/2021,40,40.35,0.92,5,3.53K,267.61K,4.17K,2.13,1
9/8/2021 11:44,ASO,Call,10/15/2021,45,43.04,2.62,5,1.35K,363.72K,13.72K,3.64,1
9/8/2021 10:51,GSAT,Call,9/17/2021,2.5,2.45,0.28,6,10.97K,255.63K,38.49K,8.98,1
9/8/2021 10:40,GPN,Call,11/19/2021,170,164.6,6.6,8,2.16K,1.46M,514,3.27,1
9/8/2021 10:30,ATER,Call,9/17/2021,10,8.19,0.92,6,2.56K,224.33K,16.50K,25.01,1
9/8/2021 10:20,ANY,Call,9/17/2021,7,6.93,0.97,8,4.13K,320.60K,9.39K,6.23,1
9/8/2021 10:04,MCD,Call,1/20/2023,240,238.8,20.6,6,540,1.09M,556,0.75,1
9/8/2021 10:03,AMZN,Call,9/10/2021,3550,3527.6,17.35,12,895,1.45M,4.24K,0.7,0
9/8/2021 9:59,GSAT,Call,10/15/2021,2.5,2.35,0.38,6,12.71K,476.71K,16.61K,7.55,1
9/8/2021 9:56,COTY,Call,11/19/2021,9,8.31,0.62,7,15.87K,1.08M,1.28K,7.37,0
9/8/2021 9:54,UPST,Call,9/10/2021,280,269.33,4.7,33,3.50K,2.50M,654,2.12,1
9/8/2021 9:53,SQ,Put,9/17/2021,257.5,261.35,4.38,5,408,176.78K,989,1.59,1
9/8/2021 9:48,EXPE,Call,10/15/2021,150,147.82,5.2,9,851,442.52K,8.17K,1.3,1
9/8/2021 9:45,QQQ,Put,10/15/2021,370,381.02,5.16,5,1.17K,608.14K,22.38K,2.92,1
9/8/2021 9:31,PLTR,Put,10/15/2021,26,26.33,1.3,6,10.03K,1.33M,7.00K,1.26,1
9/8/2021 9:30,TSLA,Call,9/10/2021,770,760.99,4.2,9,1.60K,771.03K,9.97K,1.36,1
9/7/2021 15:49,LRCX,Call,11/19/2021,610,593.22,29.62,11,871,2.60M,125,2.81,1
9/7/2021 15:43,PATH,Call,9/17/2021,70,62.7,1.82,7,2.12K,398.45K,4.73K,11.04,0
9/7/2021 15:33,LVS,Call,10/15/2021,46,45.12,1.96,8,6.21K,1.16M,3.60K,2.18,0
9/7/2021 15:30,BHP,Put,2/18/2022,60,61.87,4,5,408,167.28K,732,3.21,1
9/7/2021 15:18,DELL,Call,10/15/2021,97.5,96.01,2.6,5,761,202.38K,1.89K,1.56,1
9/7/2021 14:45,F,Call,9/10/2021,13,12.97,0.19,6,14.19K,228.95K,11.55K,0.49,1
9/7/2021 14:42,BITF,Call,12/16/2022,10,5.95,2.69,5,499,142.80K,1.83K,62.55,0
9/7/2021 14:37,PAA,Call,1/20/2023,10,9.65,1.27,7,1.71K,220.37K,9.97K,3.76,1
9/7/2021 13:25,DDD,Call,11/19/2021,35,32.42,3.15,5,500,158.97K,1.96K,8.09,0
9/7/2021 12:54,KOPN,Call,10/15/2021,7.5,6.3,0.58,6,4.73K,223.53K,2.88K,23.3,0
9/7/2021 12:40,AFRM,Put,9/17/2021,85,92.88,3.1,7,908,291.56K,3.75K,9.26,0
9/7/2021 12:17,BEKE,Call,9/17/2021,25,21.93,0.7,5,2.50K,176.00K,2.72K,13.77,1
9/7/2021 12:09,IBM,Call,6/17/2022,160,138.52,3.01,5,1.17K,350.93K,10.59K,15.55,0
9/7/2021 11:40,RCL,Call,1/20/2023,100,79.71,10.25,5,1.20K,1.24M,6.50K,26.17,0
9/7/2021 11:33,LULU,Put,9/10/2021,387.5,389.52,11.07,5,441,476.29K,58,0.62,1
9/7/2021 11:30,BTCM,Call,10/15/2021,12.5,10.75,1.62,5,978,181.14K,7.06K,12.42,0
9/7/2021 10:56,SPIR,Call,2/18/2022,12.5,10.65,1.95,5,1.04K,217.21K,3.66K,13.26,1
9/7/2021 10:49,NUE,Call,4/14/2022,140,114.93,5.8,7,1.77K,1.03M,301,21.45,0
9/7/2021 10:45,IRNT,Call,9/17/2021,30,29.42,5.2,6,541,210.40K,1.36K,11.12,1
9/7/2021 10:43,YY,Call,11/19/2021,90,65.96,1.77,5,1.27K,228.75K,778,36.81,0
9/7/2021 10:30,NOC,Put,1/21/2022,340,359.36,11.2,6,667,738.76K,83,5.87,0
9/7/2021 10:18,MDT,Call,11/19/2021,135,133.26,3.27,5,529,175.50K,1.83K,1.32,1
9/7/2021 9:51,ONEM,Put,1/21/2022,25,25.12,3.3,5,5.18K,1.72M,5.25K,0.64,1
9/7/2021 9:51,ONEM,Put,1/21/2022,22.5,25.12,2.12,5,5.18K,1.10M,234,11.83,1
9/7/2021 9:49,RIOT,Call,9/10/2021,37,34.49,0.59,5,4.71K,252.93K,20.36K,7.97,0
9/7/2021 9:46,GM,Put,1/21/2022,48,49.01,3.35,5,680,232.40K,55,1.74,1
9/7/2021 9:43,COIN,Call,9/10/2021,282.5,277.65,3.7,5,565,208.80K,296,2.06,1
9/7/2021 9:43,GOOGL,Call,9/10/2021,2930,2886.26,5.5,7,943,474.23K,196,1.5,1
9/7/2021 9:41,CLOV,Call,1/21/2022,10,9.31,2.22,5,989,220.56K,11.94K,8.02,1
9/7/2021 9:37,GOOG,Put,9/10/2021,2820,2898.99,3.95,13,1.43K,601.26K,216,2.65,1
9/7/2021 9:34,NVDA,Call,9/10/2021,230,226.15,1.88,6,1.60K,315.96K,15.70K,1.26,1
9/7/2021 9:33,SPY,Put,10/15/2021,443,452.32,5.4,5,5.80K,3.14M,6.63K,2.1,1
9/7/2021 9:33,AAPL,Call,9/10/2021,155,154.65,1.35,9,2.49K,355.50K,78.06K,0.17,1
9/7/2021 9:30,NFLX,Call,9/10/2021,600,598.18,7.87,16,2.06K,1.37M,5.85K,0.27,1
9/3/2021 15:55,MNTS,Call,9/17/2021,12.5,11.86,0.75,8,6.01K,384.77K,6.33K,5.2,1
9/3/2021 15:53,RKLB,Call,9/17/2021,20,13.34,0.88,5,3.00K,204.80K,667,44.44,1
9/3/2021 15:46,AR,Call,2/18/2022,17,16.23,2.57,5,883,227.31K,115,5.41,1
9/3/2021 15:39,OWL,Call,9/17/2021,17.5,14.74,0.92,5,5.11K,250.23K,24,20,1
9/3/2021 15:31,YNDX,Call,2/18/2022,85,78.82,3.42,5,1.28K,538.85K,603,7.81,0
9/3/2021 15:27,RSI,Call,9/17/2021,17.5,15.73,0.62,5,2.71K,144.07K,1.29K,11.04,1
9/3/2021 15:12,FFIE,Call,9/17/2021,14,10.28,0.33,7,8.50K,272.63K,0,36.57,0
9/3/2021 15:00,OWL,Call,9/17/2021,15,14.48,0.5,5,6.08K,235.21K,146,4.29,1
9/3/2021 14:35,NTNX,Call,1/21/2022,47.5,42.81,2.69,5,750,204.75K,3.10K,10.69,0
9/3/2021 14:19,IFF,Call,9/17/2021,152.5,151.58,1.55,5,1.12K,201.28K,18,0.55,0
9/3/2021 14:16,LSPD,Call,10/15/2021,120,119.96,7.3,5,920,669.83K,357,0.28,1
9/3/2021 14:06,PBR,Put,10/15/2021,10,10.48,0.39,5,4.63K,175.87K,32.53K,4.71,1
9/3/2021 13:43,OXY,Call,1/21/2022,30,25.92,1.78,7,1.46K,261.73K,48.25K,15.78,1
9/3/2021 13:38,AKAM,Put,11/19/2021,110,114.61,3.7,5,682,258.24K,1.15K,4.05,1
9/3/2021 13:35,BBWI,Call,11/19/2021,65,64.92,5.83,7,441,254.86K,4.11K,0.23,1
9/3/2021 13:22,DGX,Put,11/19/2021,155,155.24,6,5,699,435.21K,5,0.13,1
9/3/2021 13:18,WDAY,Put,12/17/2021,230,277.91,3.57,5,475,176.73K,5.13K,20.59,0
9/3/2021 13:02,INTC,Put,1/20/2023,52.5,53.42,7.12,5,1.50K,1.07M,5.00K,1.82,1
9/3/2021 12:53,GLD,Call,3/18/2022,175,171.2,5.95,7,1.40K,836.00K,3.06K,2.24,0
9/3/2021 12:43,CAR,Put,10/15/2021,90,92.84,5.55,5,250,139.75K,56,3.13,1
9/3/2021 12:43,ABNB,Call,1/21/2022,175,158.22,9.97,5,250,250.50K,2.99K,10.7,1
9/3/2021 12:35,GLD,Call,6/17/2022,175,171.15,7.85,5,930,730.27K,14.29K,2.26,0
9/3/2021 12:20,ET,Call,1/20/2023,10,9.59,1.38,5,2.41K,341.04K,70.02K,4.09,1
9/3/2021 12:13,HLT,Call,11/19/2021,125,121.06,5.1,5,782,404.43K,1.47K,3.29,1
9/3/2021 11:54,MU,Call,10/15/2021,80,73.93,1.31,8,1.70K,224.00K,24.63K,8.25,0
9/3/2021 11:41,A,Call,11/19/2021,190,179.49,3.6,5,1.49K,496.33K,24,5.94,0
9/3/2021 11:33,SNOW,Call,10/15/2021,310,305.41,14.65,5,524,774.38K,1.70K,1.5,1
9/3/2021 11:22,ORCL,Call,10/15/2021,95,90.4,1.65,5,1.72K,276.89K,3.37K,5.13,1
9/3/2021 11:08,ISEE,Put,9/17/2021,7.5,10.02,1.12,5,1.55K,185.50K,10.32K,34.44,1
9/3/2021 11:04,COIN,Call,9/17/2021,300,276.11,3.1,7,1.73K,523.55K,10.96K,8.91,1
9/3/2021 11:00,DOCN,Call,2/18/2022,90,69.36,4.45,6,480,220.80K,52,29.86,1
9/3/2021 10:56,BTBT,Call,9/17/2021,15,14.31,1.77,5,1.31K,211.35K,9.69K,8.18,0
9/3/2021 10:54,ASAN,Call,9/17/2021,95,93.01,3.25,5,605,212.70K,602,1.92,1
9/3/2021 10:48,KPLT,Call,10/15/2021,11,6.83,0.83,5,2.54K,198.46K,479,66.67,0
9/3/2021 10:46,VERU,Call,4/14/2022,12.5,9.99,2.3,5,1.00K,232.00K,663,26.15,0
9/3/2021 10:43,OXY,Put,2/18/2022,25,26.12,3,5,1.60K,480.00K,1.15K,4.53,1
9/3/2021 10:42,TWTR,Put,3/18/2022,57.5,64.68,4.42,7,608,270.56K,472,12.48,1
9/3/2021 10:37,JD,Call,1/20/2023,85,79.73,15.32,13,4.46K,6.86M,20.07K,6.65,1
9/3/2021 10:28,BABA,Call,10/15/2021,180,171.46,5.4,9,1.24K,670.06K,12.59K,5.05,1
9/3/2021 10:24,BTU,Call,1/20/2023,30,17.69,4.15,5,500,211.90K,69,71.16,0
9/3/2021 10:07,CRM,Call,10/15/2021,270,264.17,6.73,12,3.44K,2.27M,5.34K,2.18,1
9/3/2021 10:00,MSFT,Call,10/15/2021,305,301.74,5.65,5,651,363.60K,12.35K,1.14,1
9/3/2021 9:34,V,Call,10/15/2021,230,225.1,4.35,5,459,198.08K,4.66K,2.22,1
9/3/2021 9:32,AAPL,Call,9/10/2021,155,154.14,1.46,10,3.38K,498.97K,66.97K,0.51,1
9/3/2021 9:31,LCID,Call,9/17/2021,20,18.83,0.93,5,3.33K,309.97K,22.25K,6.21,1
9/2/2021 15:58,BBWI,Call,11/19/2021,70,65.59,4.1,5,2.44K,1.01M,15.65K,6.73,1
9/2/2021 15:48,FIGS,Put,9/17/2021,45,45.62,2.47,5,3.41K,693.92K,1.37K,4.38,1
9/2/2021 15:43,IRBT,Call,11/19/2021,95,84.57,4.65,5,804,421.92K,15,11.47,0
9/2/2021 14:56,T,Call,9/17/2021,28,27.75,0.31,5,10.44K,242.66K,87.90K,1.17,0
9/2/2021 13:58,OXY,Put,1/21/2022,25,26.65,2.54,5,1.69K,431.44K,9.29K,6.5,1
9/2/2021 13:47,SMAR,Put,9/17/2021,75,81.52,1.93,5,3.09K,541.58K,135,9.1,1
9/2/2021 13:27,RKT,Call,1/20/2023,20.89,17.36,3.3,8,823,283.94K,3.71K,20.3,0
9/2/2021 13:19,SNOW,Call,9/3/2021,310,308.58,2.57,8,1.24K,277.01K,3.06K,0.71,1
9/2/2021 13:15,INTC,Put,3/18/2022,50,53.47,2.91,7,3.47K,1.01M,3.60K,7.01,1
9/2/2021 13:10,EEM,Call,9/17/2021,54,52.88,0.26,5,23.95K,650.59K,82.94K,1.97,0
9/2/2021 13:06,JNJ,Call,10/15/2021,175,174.84,3.27,5,642,195.85K,9.36K,0.29,1
9/2/2021 12:56,DVAX,Call,10/15/2021,18,17.58,2,5,898,181.60K,228,3.12,1
9/2/2021 12:54,AAL,Call,9/17/2021,20,19.95,0.67,6,2.91K,193.55K,15.63K,0.27,1
9/2/2021 12:23,CCL,Call,11/19/2021,27.5,24.35,1.22,13,8.99K,1.06M,7.88K,13.29,0
9/2/2021 12:17,CLOV,Call,1/21/2022,10,8.84,1.85,6,1.43K,263.79K,11.45K,14.17,1
9/2/2021 12:02,CZR,Call,12/17/2021,120,104.89,5.47,22,1.34K,730.13K,4.36K,14.46,0
9/2/2021 11:23,QS,Put,1/21/2022,20,23.12,2.64,6,800,209.28K,8.63K,15.71,0
9/2/2021 11:21,MTCH,Call,12/17/2021,195,145.38,1.78,5,3.64K,643.75K,10.01K,33.92,0
9/2/2021 11:21,MTCH,Call,12/17/2021,200,145.38,1.5,5,3.64K,541.91K,10.01K,37.35,0
9/2/2021 11:17,QFIN,Call,10/15/2021,25,24.8,3.08,6,1.70K,512.28K,1.42K,1.54,1
9/2/2021 11:15,SE,Call,11/19/2021,370,338.89,18,5,250,450.50K,164,9.34,1
9/2/2021 10:36,MT,Call,1/21/2022,35,33.97,3.18,5,693,220.66K,35.07K,3.08,0
9/2/2021 10:33,ABNB,Call,1/21/2022,175,156.84,9.58,5,500,493.00K,3.37K,11.09,1
9/2/2021 10:32,CRSR,Call,12/17/2021,30,28.56,2.86,5,499,144.31K,2.64K,4.88,0
9/2/2021 10:23,DVN,Call,10/15/2021,31,29.75,1.18,5,1.52K,174.64K,960,4.59,1
9/2/2021 10:14,SPCE,Call,9/17/2021,27.5,27.39,1.5,5,5.79K,888.28K,478,0.43,1
9/2/2021 10:09,SWBI,Put,3/18/2022,20,22.97,2.12,5,1.20K,261.40K,40,15.96,0
9/2/2021 10:07,U,Call,9/17/2021,135,131.68,3.65,9,1.16K,382.73K,2.67K,3.17,1
9/2/2021 10:05,LNG,Call,12/17/2021,95,91.11,3.95,5,1.25K,464.94K,3.53K,5.11,1
9/2/2021 10:01,BGFV,Call,9/17/2021,40,34.7,5.15,7,785,376.02K,2.14K,17.2,0
9/2/2021 9:51,CCJ,Call,12/17/2021,30,19.86,0.44,13,19.52K,878.26K,33.08K,50.88,0
9/2/2021 9:51,SNAP,Call,9/10/2021,78,75.39,1,5,5.11K,531.88K,1.24K,3.13,1
9/2/2021 9:50,GOOG,Call,9/10/2021,3000,2915.74,3.7,8,797,281.69K,171,2.86,0
9/2/2021 9:43,CS,Call,1/20/2023,12,10.56,0.95,8,5.02K,502.20K,13.28K,13.58,0
9/2/2021 9:42,SHOP,Call,9/3/2021,1600,1578.1,9.15,6,625,461.00K,1.26K,1.76,0
9/2/2021 9:34,AAPL,Call,9/3/2021,155,154.64,0.78,25,17.34K,1.05M,78.10K,0.45,1
9/2/2021 9:31,NFLX,Call,9/3/2021,595,591.51,3.88,6,546,221.28K,4.29K,0.66,1
9/2/2021 9:31,NFLX,Call,9/3/2021,600,590.59,3.27,6,766,231.36K,5.68K,1.26,1
9/2/2021 9:30,TSLA,Call,9/3/2021,740,734.76,4.55,10,908,400.29K,17.83K,0.51,1
9/1/2021 15:48,FIVN,Call,10/15/2021,170,160.11,5.2,5,600,345.68K,1.01K,5.81,1
9/1/2021 15:03,PLBY,Call,9/17/2021,30,26.57,0.98,6,3.21K,240.39K,6.30K,12.57,1
9/1/2021 14:53,IPOF,Call,1/21/2022,10,9.9,0.39,5,5.17K,207.00K,5.79K,1.04,1
9/1/2021 14:47,MT,Put,12/17/2021,30,33.99,1.46,5,1.43K,214.65K,2.17K,13.27,1
9/1/2021 14:46,F,Call,1/20/2023,15,13.1,1.8,6,1.36K,245.44K,107.55K,14.39,1
9/1/2021 14:30,FIS,Put,1/21/2022,120,129.6,4.7,6,1.15K,560.44K,3.45K,8.07,1
9/1/2021 14:23,HIG,Call,12/17/2021,70,68.26,3.25,6,719,235.90K,16.60K,2.58,1
9/1/2021 14:07,SPXU,Call,9/10/2021,15.5,15.2,0.17,5,43.87K,835.45K,11.63K,1.66,1
9/1/2021 14:06,SHOP,Put,9/3/2021,1545,1548.23,13.5,5,351,490.25K,72,0.19,1
9/1/2021 13:53,GOOG,Call,9/3/2021,2930,2920.26,8.25,5,860,711.80K,483,0.33,1
9/1/2021 13:51,XOM,Call,9/17/2021,55,53.74,0.61,5,5.08K,337.05K,10.58K,2.05,1
9/1/2021 13:50,DOCN,Call,2/18/2022,80,64.24,5.15,5,1.10K,555.00K,2.84K,25.94,1
9/1/2021 13:20,PFE,Call,1/21/2022,49,45.78,1.54,6,2.71K,420.49K,4.87K,7.11,0
9/1/2021 12:57,CRNC,Call,10/15/2021,125,110.47,2.18,6,1.51K,331.54K,24,13.48,0
9/1/2021 12:54,WBA,Put,1/20/2023,45,50.03,4.48,7,697,317.11K,4.63K,11.18,0
9/1/2021 12:39,ATER,Call,9/17/2021,10,7.08,0.83,5,3.00K,232.43K,8.57K,44.15,1
9/1/2021 12:35,MS,Call,9/17/2021,105,104.83,1.86,5,1.29K,234.86K,11.88K,0.23,1
9/1/2021 12:33,MELI,Put,10/15/2021,1760,1903.67,39.7,5,1.41K,5.70M,2,8.23,1
9/1/2021 12:01,AVGO,Call,9/17/2021,500,493.96,8.2,5,376,312.08K,2.32K,1.23,1
9/1/2021 11:31,MA,Call,11/19/2021,355,350.3,14.18,6,9.14K,13.02M,407,1.49,1
9/1/2021 11:29,OPEN,Put,1/20/2023,12.5,18.22,2.4,5,1.42K,348.39K,1.55K,45.82,0
9/1/2021 11:21,AFRM,Call,9/17/2021,110,96.44,4.05,5,2.21K,843.47K,3.64K,14.14,1
9/1/2021 11:11,TGT,Call,10/15/2021,250,245.15,4.4,10,1.29K,579.93K,4.00K,1.86,1
9/1/2021 11:10,ENPH,Put,9/17/2021,175,179.96,5.02,8,984,496.69K,833,2.79,1
9/1/2021 10:55,UBER,Call,9/10/2021,42,41.44,0.74,10,4.87K,350.80K,2.18K,1.4,1
9/1/2021 10:52,BIDU,Call,11/19/2021,185,162.37,4.67,11,859,417.77K,1.63K,13.68,0
9/1/2021 10:34,TIGR,Call,9/17/2021,15,14.86,1.38,7,1.50K,203.60K,11.39K,1.27,1
9/1/2021 10:34,ABBV,Put,9/17/2021,116,118.15,1.05,5,1.72K,160.31K,51,2.45,1
9/1/2021 10:22,JMIA,Call,9/17/2021,22,21.97,1.37,6,1.43K,191.36K,2.50K,0.77,1
9/1/2021 10:10,ROKU,Call,9/3/2021,370,365.82,5.05,21,2.18K,945.56K,2.86K,1.61,1
9/1/2021 10:06,JD,Call,12/17/2021,87.5,81.06,4.72,8,2.20K,1.04M,4.18K,7.96,1
9/1/2021 9:45,CCJ,Call,10/15/2021,20,18.9,0.84,5,2.82K,243.78K,2.72K,5.83,1
9/1/2021 9:37,UBER,Call,11/19/2021,55,40.19,0.36,6,6.26K,211.46K,37.21K,36.68,0
9/1/2021 9:35,AAPL,Call,9/3/2021,155,154.66,0.94,48,26.09K,1.93M,80.11K,0.6,1
9/1/2021 9:34,AMZN,Call,9/3/2021,3550,3502.07,10.38,25,2.29K,2.23M,2.53K,1.44,0
